,number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
886,887,"[[0.30833488 1.22971612]
 [0.17115111 0.08035183]
 [0.39892177 1.1134085 ]
 [1.12670786 1.55500838]]",2.0,6046,10.0
887,888,"[[1.99826929 0.14724922]
 [0.82818351 1.56526425]
 [0.18053263 1.66624483]
 [1.74399282 1.41015003]]",2.0,6047,34.0
888,889,"[[1.48567376 0.53885594]
 [1.39322998 0.05548473]
 [0.07955604 1.27385643]
 [1.0339701  0.65690312]]",2.0,6047,35.0
889,890,"[[1.96285301 0.94948005]
 [1.58769259 2.03584275]
 [0.635821   1.97644772]
 [2.0002284  0.97676926]]",2.0,6048,38.0
890,891,"[[1.84672622 1.03330879]
 [1.85789222 1.57487926]
 [1.49401834 1.56306364]
 [0.87242736 0.51013432]]",2.0,6050,40.0
891,892,"[[1.90712631 1.84929599]
 [1.36764018 1.76582183]
 [1.99451416 2.02268172]
 [0.43245024 0.1320829 ]]",2.0,6056,9.0
892,893,"[[1.91197497 1.19402211]
 [0.10953129 0.97735325]
 [0.28383726 1.95732706]
 [0.47651134 0.86288422]]",2.0,6057,10.0
893,894,"[[0.78917614 0.08734531]
 [1.38785266 1.80579207]
 [0.33596591 0.92749498]
 [1.13648521 0.28944124]]",2.0,6057,11.0
894,895,"[[1.18422031 0.30078332]
 [0.94702047 0.74922594]
 [1.33724119 1.96547876]
 [0.57337774 1.61100189]]",2.0,6057,11.0
895,896,"[[1.89993767 0.80724655]
 [0.65385725 0.28747031]
 [1.96924938 1.56003498]
 [1.45442565 0.83232872]]",2.0,6058,10.0
896,897,"[[1.55394991 1.6897385 ]
 [0.0537686  0.99619436]
 [0.8592361  0.34922918]
 [1.53608703 1.45620381]]",2.0,6059,9.0
897,898,"[[0.72676748 0.24612023]
 [2.01058933 0.50203785]
 [0.48774359 0.17275457]
 [1.70292176 0.82105942]]",2.0,6065,8.0
898,899,"[[1.97261876 0.73300249]
 [0.82989075 0.28415843]
 [1.59061422 0.75166952]
 [1.61837349 0.63430013]]",2.0,6066,8.0
899,900,"[[1.90743139 0.86497305]
 [0.42084306 0.38957357]
 [0.27185865 1.64227411]
 [0.66757604 1.18523408]]",2.0,6066,9.0
900,901,"[[0.81319363 0.82628326]
 [0.18197603 1.54966727]
 [2.03038316 1.95104257]
 [0.92141668 2.06189642]]",2.0,6066,10.0
901,902,"[[1.75981562 0.9927818 ]
 [1.25388177 0.12691709]
 [1.55999537 1.9230423 ]
 [0.6217606  1.7459817 ]]",2.0,6066,9.0
902,903,"[[1.81603738 1.77969982]
 [1.89403279 0.71284989]
 [1.52432925 0.32990256]
 [1.95863025 0.93008858]]",2.0,6069,10.0
903,904,"[[0.3127808  0.29964932]
 [1.01291836 1.16534378]
 [0.6077423  1.19094252]
 [0.8695094  0.2518706 ]]",2.0,6077,8.0
904,905,"[[1.97440657 0.90645282]
 [0.79080478 1.49824542]
 [0.32717415 1.86373607]
 [0.64380212 0.49428074]]",2.0,6077,11.0
905,906,"[[1.56258537 0.70030968]
 [1.29349246 0.12549627]
 [1.99117679 0.64726532]
 [1.78166078 1.98704221]]",2.0,6078,13.0
906,907,"[[0.780366   1.91266894]
 [1.46495127 0.40810491]
 [0.72398943 0.46256783]
 [1.83330359 2.01704802]]",2.0,6078,12.0
907,908,"[[1.19238338 1.11764442]
 [1.99655309 1.34956921]
 [0.77344934 0.83754782]
 [0.47972306 0.60786758]]",2.0,6078,12.0
908,909,"[[1.22828798 2.01282265]
 [1.09343825 1.69413718]
 [0.86073118 0.50787066]
 [1.87929379 1.69105894]]",2.0,6079,13.0
909,910,"[[1.9712041  0.22954979]
 [1.81815306 0.84636477]
 [1.05274788 1.79394073]
 [1.73764172 0.63643307]]",2.0,6086,8.0
910,911,"[[0.38351823 0.88820624]
 [0.23713827 0.47665211]
 [1.36139145 1.790649  ]
 [0.08988886 1.9070644 ]]",2.0,6087,9.0
911,912,"[[0.94184999 1.53286373]
 [1.9222948  0.88899009]
 [0.89417625 0.19047098]
 [0.72594626 0.855592  ]]",2.0,6087,9.0
912,913,"[[0.97872301 1.88844083]
 [0.99414795 0.34580695]
 [1.64337803 0.50408099]
 [1.96535776 1.50413167]]",2.0,6088,9.0
913,914,"[[1.24792962 2.01398952]
 [0.65014672 0.84683542]
 [0.85169976 1.77290838]
 [1.23125062 0.29663213]]",2.0,6089,12.0
914,915,"[[1.38388555 1.22085241]
 [0.15780632 0.43563672]
 [1.73121021 0.5809847 ]
 [1.50185057 0.64468009]]",2.0,6089,12.0
915,916,"[[0.90451439 1.11065117]
 [0.07678189 0.24640337]
 [0.62446796 1.88900361]
 [1.71177441 1.58943598]]",2.0,6096,10.0
916,917,"[[0.17503586 0.78712401]
 [0.22789854 1.52512155]
 [0.53972722 1.61840824]
 [0.85449621 1.59903106]]",2.0,6096,9.0
917,918,"[[0.08839566 0.66339543]
 [0.56695773 0.44126485]
 [1.21880064 0.76743277]
 [0.54727253 1.51733644]]",2.0,6097,9.0
918,919,"[[1.17422872 2.03158627]
 [1.50094373 0.16071429]
 [0.49589046 0.85449913]
 [0.50844552 1.83635305]]",2.0,6098,11.0
919,920,"[[0.56288309 0.10210286]
 [1.23954554 0.21304356]
 [1.17360242 1.4782184 ]
 [1.88249087 1.47698648]]",2.0,6098,9.0
920,921,"[[0.42636962 1.0722609 ]
 [0.82808521 0.26398894]
 [0.55102815 1.24077016]
 [1.92254882 0.6360363 ]]",2.0,6098,9.0
921,922,"[[1.32797159 1.82785029]
 [0.96178785 1.95750091]
 [1.97042047 0.49194282]
 [0.05574554 0.72642889]]",2.0,6106,9.0
922,923,"[[0.73850457 0.93449146]
 [1.40587708 1.94239491]
 [0.23322471 1.4640515 ]
 [1.61487322 0.32986479]]",2.0,6106,8.0
923,924,"[[0.20204913 1.0707916 ]
 [1.67734247 1.29341462]
 [1.52958077 0.26753623]
 [0.83361737 0.14539216]]",2.0,6107,11.0
924,925,"[[0.53941168 1.70556491]
 [1.65873541 0.32670271]
 [0.7126286  0.46036501]
 [1.48267998 0.79672518]]",2.0,6107,9.0
925,926,"[[0.73463359 1.40278266]
 [0.22418381 0.86156649]
 [0.87789646 1.96946288]
 [1.38227121 0.85048691]]",2.0,6107,9.0
926,927,"[[0.12092925 0.95442178]
 [1.94425359 1.77484921]
 [0.51975293 0.10570123]
 [1.6371163  1.91754198]]",2.0,6108,12.0
927,928,"[[0.18482414 1.87636937]
 [0.08003274 0.96480055]
 [1.50923044 1.43681404]
 [1.73521215 0.51806905]]",2.0,6132,25.0
928,929,"[[0.9386328  1.10260467]
 [1.15432443 0.68319059]
 [0.82564809 1.44933869]
 [0.65539617 1.96546443]]",2.0,6136,30.0
929,930,"[[1.26354377 0.80039312]
 [1.81263183 1.25762266]
 [0.53159731 0.07358955]
 [1.21617148 1.68290576]]",2.0,6138,31.0
930,931,"[[0.10519888 1.49745518]
 [1.82397107 2.05515085]
 [1.75537744 1.09706909]
 [0.45731955 1.79991451]]",2.0,6138,32.0
931,932,"[[0.09031688 2.02274763]
 [0.58747926 0.55617899]
 [0.80788954 0.06871705]
 [0.59461865 1.15748396]]",2.0,6158,51.0
932,933,"[[1.50658617 1.55966913]
 [0.03857391 1.60631779]
 [0.46249127 1.27518466]
 [1.34520983 0.71703312]]",2.0,6160,28.0
933,934,"[[0.90658551 0.56713096]
 [1.75272317 0.67365221]
 [0.57149654 1.94243698]
 [0.49700823 2.00801273]]",2.0,6163,55.0
934,935,"[[1.61483754 1.53285445]
 [1.15529734 1.57422107]
 [0.34447589 0.85705115]
 [1.78256414 1.42409289]]",2.0,6180,44.0
935,936,"[[1.8535834  1.86796922]
 [1.90262372 1.14640783]
 [0.28141312 0.88161267]
 [2.00822037 1.89417105]]",2.0,6189,51.0
936,937,"[[1.24134875 1.76442851]
 [1.89879955 1.66918332]
 [0.48821172 0.6757048 ]
 [1.40289255 0.44029556]]",2.0,6189,9.0
937,938,"[[1.70205536 0.7104246 ]
 [1.78285038 1.03217106]
 [0.46079681 2.06075332]
 [1.38081022 1.06644241]]",2.0,6189,26.0
938,939,"[[0.63877207 0.08794362]
 [1.13147058 1.97953941]
 [1.96758688 1.15465616]
 [1.86546896 0.37760377]]",2.0,6190,52.0
939,940,"[[0.10602179 1.47472405]
 [0.29912935 0.43574265]
 [1.2051334  1.27644876]
 [1.47251958 1.93196101]]",2.0,6191,33.0
940,941,"[[1.85812285 1.64274385]
 [0.11357853 2.01323435]
 [1.52215164 0.57926741]
 [0.90742156 1.94818847]]",2.0,6192,32.0
941,942,"[[1.13782112 0.37016937]
 [0.81054751 0.99434387]
 [0.36415734 2.05938956]
 [1.70436774 0.33494095]]",2.0,6200,11.0
942,943,"[[0.372538   1.98790057]
 [0.55508733 0.47298838]
 [2.04544682 0.34942647]
 [1.12164366 1.63943378]]",2.0,6201,12.0
943,944,"[[1.77171095 0.71831831]
 [1.90235204 0.18497554]
 [0.08755113 0.91042629]
 [1.80034855 1.58224947]]",2.0,6201,9.0
944,945,"[[1.41607923 0.29206116]
 [0.34895776 0.06432613]
 [0.79270738 0.1286716 ]
 [0.80947604 1.81160957]]",2.0,6201,11.0
945,946,"[[1.19351507 0.18119638]
 [1.01162319 1.88193423]
 [1.46251351 0.26889079]
 [1.96226394 0.54465378]]",2.0,6201,12.0
946,947,"[[1.34190184 1.83506577]
 [0.96266858 1.96813482]
 [0.38332476 2.00651081]
 [1.35634189 1.95441902]]",2.0,6202,11.0
947,948,"[[0.39335092 0.75697289]
 [1.25080605 0.83703657]
 [0.12719026 1.46486228]
 [1.60021006 1.28576704]]",2.0,6210,10.0
948,949,"[[0.91152262 1.03910012]
 [1.67848499 1.92873925]
 [1.66301836 1.20459249]
 [0.71180958 1.88226221]]",2.0,6211,10.0
949,950,"[[0.70080103 1.61040841]
 [0.31317916 0.12205367]
 [0.40821271 1.71135518]
 [1.33449179 1.30059963]]",2.0,6213,11.0
950,951,"[[0.52578983 1.47282703]
 [0.889037   1.16423616]
 [0.71570057 0.62554683]
 [1.27761333 0.07982435]]",2.0,6213,12.0
951,952,"[[0.98300882 1.31387653]
 [0.86714508 1.92812883]
 [1.14569132 0.81027648]
 [0.10782714 0.53346186]]",2.0,6215,14.0
952,953,"[[1.31175991 1.0276916 ]
 [1.75207914 1.63263378]
 [0.19469605 1.90284408]
 [0.72338196 1.18569182]]",2.0,6216,15.0
953,954,"[[2.03736574 1.58510578]
 [1.36404322 1.7063638 ]
 [1.67087976 0.24045809]
 [0.45117979 1.26098626]]",2.0,6309,96.0
954,955,"[[0.8961916  0.85844262]
 [0.64070523 0.5249472 ]
 [0.24998788 0.20638941]
 [0.82025324 1.65628204]]",2.0,6330,120.0
955,956,"[[1.79048382 1.12938935]
 [1.65666865 1.1268645 ]
 [1.91168296 0.73905647]
 [1.66738289 1.59299141]]",2.0,6345,130.0
956,957,"[[1.22943686 0.27000444]
 [0.13812822 1.75670078]
 [0.83578959 0.57487714]
 [0.63014731 0.38991126]]",2.0,6353,44.0
957,958,"[[0.23862803 1.73286426]
 [1.03771659 1.44087387]
 [0.47320972 0.14191451]
 [2.00865397 1.498648  ]]",2.0,6355,142.0
958,959,"[[0.94938506 1.73430459]
 [1.07126519 2.05190617]
 [0.71806513 0.48713803]
 [1.17336748 0.92801482]]",2.0,6356,140.0
959,960,"[[1.77264473 1.13341932]
 [1.1256448  0.92011281]
 [1.38703762 1.50023786]
 [1.41821517 0.4179672 ]]",2.0,6357,12.0
960,961,"[[1.53410908 1.38519612]
 [0.42058546 1.28290155]
 [1.84708353 1.30609814]
 [0.91752881 1.23203803]]",2.0,6360,149.0
961,962,"[[0.91177623 1.81964111]
 [1.96307914 2.0535395 ]
 [1.68426641 0.68405134]
 [0.68572041 1.54668754]]",2.0,6361,31.0
962,963,"[[1.40189186 0.17171715]
 [1.55753698 0.68127671]
 [0.70412969 0.73809473]
 [0.23587562 0.14837673]]",2.0,6361,8.0
963,964,"[[1.75585282 1.48074281]
 [1.17287124 1.18630872]
 [1.09435327 0.69929131]
 [0.12166621 1.25466468]]",2.0,6379,24.0
964,965,"[[0.66982783 0.79409175]
 [0.69545745 0.27467775]
 [0.95859629 0.48616939]
 [1.63460195 1.20247143]]",2.0,6383,27.0
965,966,"[[0.27535069 1.11266678]
 [0.26574654 0.25994712]
 [0.75624309 0.61334934]
 [1.81988242 1.80263438]]",2.0,6390,29.0
966,967,"[[0.56061943 1.94641115]
 [0.15341824 0.48879963]
 [0.92886938 1.67967503]
 [0.2996115  1.34278312]]",2.0,6391,31.0
967,968,"[[0.54709667 0.55869489]
 [1.46408759 0.30159364]
 [1.71529489 1.79329312]
 [1.51023645 0.62148643]]",2.0,6391,34.0
968,969,"[[0.35557808 1.04983822]
 [1.59253265 0.84173771]
 [0.16261706 1.45269617]
 [0.37369836 0.36565557]]",2.0,6391,30.0
969,970,"[[0.63049164 1.20920652]
 [0.20241298 0.27867587]
 [0.90720648 0.20886339]
 [1.31915429 2.01849853]]",2.0,6391,12.0
970,971,"[[0.22044231 0.6269478 ]
 [0.44697942 2.03627749]
 [0.70231859 0.19849392]
 [1.49905358 0.28453672]]",2.0,6393,10.0
971,972,"[[1.31133507 1.90115654]
 [2.02626848 1.99103679]
 [0.59326733 1.89419398]
 [0.7704578  0.87355799]]",2.0,6400,10.0
972,973,"[[2.03202101 1.23377251]
 [0.52960507 1.92050738]
 [1.95032532 1.48206814]
 [0.15174228 0.28216953]]",2.0,6401,10.0
973,974,"[[1.55959194 0.51431665]
 [1.76561837 0.25478874]
 [0.2587838  0.36457448]
 [1.74547711 0.52052624]]",2.0,6401,8.0
974,975,"[[1.84291432 0.13006511]
 [1.74450842 0.94784411]
 [0.55044474 1.63401354]
 [0.63701797 0.39790701]]",2.0,6402,11.0
975,976,"[[1.41190291 1.23581585]
 [1.10823796 0.99932942]
 [1.49351015 1.06141686]
 [1.63437822 1.04948014]]",2.0,6402,11.0
976,977,"[[1.25653515 0.19181052]
 [0.45230994 0.78638988]
 [0.38656026 0.60735428]
 [1.96926161 1.60626725]]",2.0,6403,12.0
977,978,"[[1.98950966 0.25313819]
 [1.38501996 1.29009847]
 [1.52323451 0.96267343]
 [1.21135425 1.53849005]]",2.0,6410,9.0
978,979,"[[0.47932063 0.57827006]
 [0.83889097 0.87867536]
 [1.20172285 0.60108247]
 [0.57070329 1.52496538]]",2.0,6410,10.0
979,980,"[[1.33737636 1.32745495]
 [1.97751235 0.98881171]
 [1.67945529 1.78843708]
 [1.58162497 0.82543866]]",2.0,6411,9.0
980,981,"[[1.76178627 1.93612088]
 [1.6262516  0.20118119]
 [0.47902686 0.8576306 ]
 [1.49811452 0.14608706]]",2.0,6411,9.0
981,982,"[[0.55014634 1.53825125]
 [1.94715764 1.15578903]
 [1.18437175 0.24613354]
 [0.06658162 1.79846693]]",2.0,6411,10.0
982,983,"[[1.5588051  1.71273558]
 [0.47340895 1.96634799]
 [0.66800639 1.312238  ]
 [1.14919207 1.40649579]]",2.0,6415,12.0
983,984,"[[0.16997209 1.49909158]
 [0.02718674 1.47404945]
 [0.55499293 1.6231513 ]
 [0.80928607 0.41448885]]",2.0,6423,13.0
984,985,"[[0.57252842 1.61117793]
 [0.68808968 1.95790574]
 [1.27692361 1.0196766 ]
 [0.46686119 0.68235194]]",2.0,6424,14.0
985,986,"[[1.3036224  1.84128012]
 [1.13737172 0.98409991]
 [1.02075522 1.64912238]
 [1.6817988  1.79995773]]",2.0,6425,14.0
986,987,"[[1.92259481 0.09143353]
 [1.39977852 0.38294265]
 [1.44264064 1.46876674]
 [0.53610229 0.12476527]]",2.0,6425,10.0
987,988,"[[0.82317013 1.71084337]
 [0.55773962 0.61402509]
 [1.57963074 0.22397184]
 [1.46978319 1.76379229]]",2.0,6426,15.0
988,989,"[[0.95769464 0.53592369]
 [0.21651841 0.45808175]
 [0.94334113 1.28136323]
 [0.75625398 1.40005856]]",2.0,6426,15.0
989,990,"[[1.65298204 1.53285594]
 [1.84155937 0.50271031]
 [1.83172729 1.15127542]
 [1.31998241 0.46970391]]",2.0,6556,130.0
990,991,"[[0.74296241 0.51039902]
 [1.41516651 1.48995174]
 [0.68908238 1.13680087]
 [1.05160193 1.70590941]]",2.0,6559,136.0
991,992,"[[1.62794888 1.36934529]
 [1.64914046 0.11212536]
 [0.65877154 1.29260077]
 [1.92770775 0.0714549 ]]",2.0,6635,210.0
992,993,"[[0.60444817 1.78793745]
 [1.4167817  0.29402435]
 [1.6098536  0.14289268]
 [0.36083966 0.92538597]]",2.0,6638,214.0
993,994,"[[0.57139063 1.43735066]
 [0.19212707 0.58734366]
 [1.50714278 1.90937102]
 [0.30914463 1.22734951]]",2.0,6644,88.0
994,995,"[[0.40729913 2.01827483]
 [1.03810813 1.6668565 ]
 [1.0538275  0.9106556 ]
 [1.51634416 1.56997598]]",2.0,6646,220.0
995,996,"[[1.60497698 1.41630951]
 [1.55420805 0.32153298]
 [0.23678598 0.44958536]
 [0.38690054 0.86654519]]",2.0,6653,15.0
996,997,"[[0.13783974 0.91364112]
 [1.09463383 0.22200259]
 [0.48543049 0.31729232]
 [0.23098688 1.18527412]]",2.0,6655,9.0
997,998,"[[1.22109156 1.79779876]
 [1.89559577 0.89203147]
 [1.76230165 0.9492387 ]
 [1.54337827 0.51113324]]",2.0,6656,12.0
998,999,"[[1.54365574 1.96440081]
 [1.01371919 1.44139091]
 [1.91257046 1.51246477]
 [0.62306422 1.07171045]]",2.0,6656,21.0
999,1000,"[[1.58707163 1.97598759]
 [0.25674966 2.02122886]
 [0.82220296 0.9202702 ]
 [1.25893026 1.53123697]]",2.0,6658,99.0
1000,1001,"[[1.90386051 0.27107922]
 [1.84905852 0.40013145]
 [1.70369459 1.37690515]
 [0.21761305 0.33186583]]",2.0,6666,241.0
1001,1002,"[[0.33417796 1.16126293]
 [1.07895254 1.4858624 ]
 [0.73494282 0.3746956 ]
 [1.02023086 0.9922343 ]]",2.0,6666,11.0
1002,1003,"[[0.68298625 1.40480191]
 [1.72543492 1.00231388]
 [1.01265796 0.79098328]
 [0.36501806 1.13017973]]",2.0,6667,11.0
1003,1004,"[[1.65433285 0.95347059]
 [0.35163062 1.34269355]
 [0.77411459 0.75834794]
 [1.96846097 0.71086915]]",2.0,6667,11.0
1004,1005,"[[1.6834632  0.40030547]
 [2.01630972 0.65901792]
 [0.19870591 1.85564908]
 [0.29794719 1.82063828]]",2.0,6667,14.0
1005,1006,"[[1.67941369 0.07404261]
 [0.82110876 0.25986923]
 [0.53643564 1.14701967]
 [1.3605799  1.83947978]]",2.0,6668,10.0
1006,1007,"[[1.3533785  1.86742087]
 [1.86405581 0.12971277]
 [0.7604594  1.29486314]
 [0.75243149 0.50611843]]",2.0,6723,56.0
1007,1008,"[[0.08217652 0.13268604]
 [1.04115447 0.34479958]
 [1.58266288 1.8751857 ]
 [1.76172736 1.52384628]]",2.0,6734,67.0
1008,1009,"[[0.3642104  0.80426028]
 [1.07952477 0.78120749]
 [0.31670154 0.19661187]
 [0.95470284 0.43635933]]",2.0,6735,68.0
1009,1010,"[[1.21073753 1.59518981]
 [1.58961793 1.11438883]
 [0.26487344 1.86385688]
 [1.22307314 1.4455939 ]]",2.0,6736,70.0
1010,1011,"[[0.16641124 1.78465459]
 [0.88553082 0.67974675]
 [1.51616114 1.64197951]
 [0.04530669 0.068549  ]]",2.0,6741,73.0
1011,1012,"[[0.70604385 1.87136768]
 [1.71492768 1.44002098]
 [0.90023199 1.63457459]
 [1.29976077 0.91825177]]",2.0,6756,20.0
1012,1013,"[[1.43031134 0.16149261]
 [1.91504287 0.21571877]
 [1.25940892 1.31589853]
 [1.1073084  0.85298808]]",2.0,6759,36.0
1013,1014,"[[0.78882843 0.18741045]
 [1.91635002 1.86031411]
 [1.38886548 0.96072122]
 [0.54495653 1.78500986]]",2.0,6761,95.0
1014,1015,"[[1.83248119 1.89912867]
 [0.65280178 1.33091472]
 [0.79450115 1.4131469 ]
 [0.14589486 0.92132951]]",2.0,6761,27.0
1015,1016,"[[1.05364276 1.23077398]
 [0.3619371  0.810857  ]
 [0.98276026 0.78342857]
 [1.20299855 1.6950215 ]]",2.0,6761,26.0
1016,1017,"[[0.67725464 1.12673784]
 [1.05012265 1.99350274]
 [1.61894679 0.60999709]
 [1.04998158 1.78950678]]",2.0,6801,60.0
1017,1018,"[[0.37618146 0.64966229]
 [1.75109072 0.94703991]
 [0.34268613 0.22529984]
 [0.83289142 0.6528488 ]]",2.0,6806,45.0
1018,1019,"[[1.71805133 0.87580878]
 [0.67030558 1.41076869]
 [1.77624974 0.55709989]
 [1.50869639 0.21357885]]",2.0,6809,53.0
1019,1020,"[[1.14156302 0.11749861]
 [1.82952323 1.01197372]
 [0.5459242  0.17666576]
 [0.13760959 1.46824219]]",2.0,6812,51.0
1020,1021,"[[1.35063234 1.10432334]
 [0.64068062 0.6068247 ]
 [1.1156571  0.49399849]
 [1.63664902 1.46137856]]",2.0,6816,57.0
1021,1022,"[[1.01633017 0.61160622]
 [0.39701776 1.16637545]
 [0.76001762 1.82725498]
 [1.81860127 0.36839163]]",2.0,6822,16.0
1022,1023,"[[1.34023356 1.16279235]
 [1.98009174 0.54097474]
 [1.55517384 0.51671983]
 [1.56363345 1.99001621]]",2.0,6822,21.0
1023,1024,"[[0.20818923 1.99669636]
 [0.0663467  1.25925891]
 [0.58749853 0.52126112]
 [1.07695604 0.79078389]]",2.0,6824,15.0
1024,1025,"[[0.80757603 0.29674092]
 [0.63443538 0.55402537]
 [1.69370107 1.23467958]
 [1.54570442 1.45477589]]",2.0,6825,9.0
1025,1026,"[[1.30581499 1.36655795]
 [0.34971838 1.10275503]
 [1.09508337 0.92429394]
 [1.20864016 0.17864235]]",2.0,6825,13.0
1026,1027,"[[1.65879907 1.95286107]
 [1.66260181 1.64280202]
 [1.90195024 0.99124436]
 [0.14044099 0.43692734]]",2.0,6827,66.0
1027,1028,"[[1.60501786 1.25000765]
 [1.98145703 0.48261736]
 [0.09595067 1.57563396]
 [0.51353508 1.00382822]]",2.0,6844,22.0
1028,1029,"[[0.64740822 0.51197686]
 [1.04728302 1.02185182]
 [0.09550987 0.77708098]
 [1.18005563 0.41926722]]",2.0,6845,21.0
1029,1030,"[[0.75727046 1.98875002]
 [1.20870382 0.49834427]
 [0.96540599 0.89600663]
 [0.80164787 0.15381444]]",2.0,6848,26.0
1030,1031,"[[0.27977682 0.52647304]
 [0.97408289 2.05173789]
 [0.43285586 1.35767604]
 [1.60282393 1.41456168]]",2.0,6849,22.0
1031,1032,"[[0.94663851 0.91613337]
 [1.42974811 1.94758423]
 [1.19185066 1.93528967]
 [1.14496292 0.25162038]]",2.0,6851,26.0
1032,1033,"[[1.57084652 1.20766218]
 [1.50218747 1.70585073]
 [0.18329562 1.19783399]
 [0.99305637 0.1757045 ]]",2.0,6854,10.0
1033,1034,"[[1.00411559 2.02282589]
 [1.29654811 1.45776815]
 [1.35645778 0.53543596]
 [1.68199169 0.41202048]]",2.0,6854,29.0
1034,1035,"[[1.89420603 1.9822621 ]
 [1.26560569 0.87091225]
 [1.40607412 0.92469056]
 [1.08939193 0.66263115]]",2.0,6855,10.0
1035,1036,"[[0.84053679 0.79209548]
 [0.1293729  0.22296562]
 [0.83852825 1.07391613]
 [0.37969974 0.56922035]]",2.0,6858,10.0
1036,1037,"[[0.73328965 0.17360719]
 [1.55637377 1.07085138]
 [1.16801173 1.67790711]
 [1.3909344  1.44515619]]",2.0,6859,10.0
1037,1038,"[[1.00382029 0.21708648]
 [0.91500358 1.97692117]
 [1.21475037 1.75229684]
 [0.11700516 0.39705378]]",2.0,6859,8.0
1038,1039,"[[0.64855843 1.61561227]
 [1.53241556 0.41492323]
 [2.03579664 0.09769039]
 [1.40931157 1.97030528]]",2.0,6863,9.0
1039,1040,"[[1.03809379 1.56184915]
 [0.76560622 0.31555393]
 [0.80250615 0.17980651]
 [1.5185917  1.47675157]]",2.0,6865,10.0
1040,1041,"[[0.99046239 1.03846875]
 [1.4509454  0.49897079]
 [0.78923435 0.12225594]
 [1.90160677 2.03677133]]",2.0,6865,11.0
1041,1042,"[[0.87167974 0.51101914]
 [0.58377768 0.42546635]
 [1.21585982 1.56569118]
 [0.42186264 1.53307015]]",2.0,6879,20.0
1042,1043,"[[1.49683069 1.71645432]
 [1.62712769 1.22180793]
 [0.12337492 0.68906459]
 [0.60960287 1.28270233]]",2.0,6881,23.0
1043,1044,"[[2.02224232 1.96041024]
 [1.3284219  0.7853968 ]
 [1.3173603  0.48692239]
 [1.30409038 0.39468397]]",2.0,6884,25.0
1044,1045,"[[1.66211003 0.39430889]
 [1.3758533  1.64583673]
 [0.99070778 0.71252739]
 [0.31742798 1.17772258]]",2.0,6889,24.0
1045,1046,"[[2.01233543 0.43874925]
 [0.08517267 0.32951685]
 [1.92832665 1.71891307]
 [0.17546724 1.13595309]]",2.0,6893,30.0
1046,1047,"[[0.76196645 1.67009996]
 [0.79447933 0.95162389]
 [1.92524178 0.11637792]
 [0.70945098 1.58830268]]",2.0,6894,10.0
1047,1048,"[[1.41445681 1.32959993]
 [0.97489483 1.8330522 ]
 [0.39317347 1.05668474]
 [0.06546136 1.32957185]]",2.0,6895,14.0
1048,1049,"[[1.09046791 0.75863843]
 [1.18972646 0.91827024]
 [1.64245118 1.47112721]
 [0.96307694 1.78488566]]",2.0,6897,18.0
1049,1050,"[[1.52944255 0.18790179]
 [1.75379612 0.59064054]
 [0.59441555 1.6561372 ]
 [1.58344067 0.11031721]]",2.0,6914,49.0
1050,1051,"[[1.30931025 0.52752092]
 [1.46889356 1.45677151]
 [0.61811307 0.97389788]
 [0.45607382 0.21427537]]",2.0,6923,34.0
1051,1052,"[[0.54478173 1.22106448]
 [1.23330216 1.5690136 ]
 [0.64875565 0.99747841]
 [1.90651222 1.56821929]]",2.0,6923,30.0
1052,1053,"[[1.14670565 1.05376165]
 [1.10543873 0.49997818]
 [0.47370018 0.46202755]
 [1.84816094 1.51147769]]",2.0,6923,29.0
1053,1054,"[[0.86603916 1.75676888]
 [1.36968662 0.19368991]
 [0.34339309 0.39015885]
 [0.22387462 0.32583618]]",2.0,6923,28.0
1054,1055,"[[0.99285815 1.92275073]
 [1.85073579 0.82260833]
 [1.99375949 1.18543621]
 [0.63907453 0.31594551]]",2.0,6923,26.0
1055,1056,"[[0.22850082 1.65397105]
 [1.70636377 1.856322  ]
 [0.75477065 1.03452192]
 [0.38012516 1.23874221]]",2.0,6924,10.0
1056,1057,"[[0.28135364 1.94558895]
 [1.84923113 0.93094525]
 [0.85858317 0.93837893]
 [1.28137038 0.20791447]]",2.0,6979,56.0
1057,1058,"[[1.38210211 0.43562992]
 [1.22367801 1.93519396]
 [0.9420957  1.66448056]
 [1.16816313 0.63074243]]",2.0,6983,60.0
1058,1059,"[[1.20351929 0.8067895 ]
 [0.13622439 2.01829985]
 [1.81418001 0.08484893]
 [1.62012476 1.13625624]]",2.0,6984,61.0
1059,1060,"[[0.15817558 0.37131535]
 [1.67505324 0.25094875]
 [0.93317109 0.22477446]
 [1.65753532 1.82589432]]",2.0,6985,62.0
1060,1061,"[[1.85415549 1.30047284]
 [1.10784205 0.94588792]
 [1.97603881 0.26507401]
 [1.87294055 1.93754102]]",2.0,6986,63.0
1061,1062,"[[1.44466683 0.12628293]
 [1.49764935 1.77014807]
 [1.52474581 1.07767132]
 [1.8213647  1.25370177]]",2.0,6989,65.0
1062,1063,"[[0.09159619 1.38596469]
 [1.37168555 0.15566882]
 [0.23268188 0.89361213]
 [1.76616378 1.94560842]]",2.0,6990,11.0
1063,1064,"[[1.72451435 0.84021143]
 [1.09890699 1.76225501]
 [2.05291383 0.63642057]
 [1.07927213 0.35249423]]",2.0,7013,27.0
