number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
910,"[[0.9765764  1.53297724]
 [1.47482676 1.78974009]
 [2.10530764 2.8456095 ]
 [1.73400682 2.02135701]]",0.0001,41038,500.0
911,"[[0.97660898 1.53304268]
 [1.4748988  1.78974705]
 [2.10534308 2.84569174]
 [1.73409143 2.02144993]]",0.0001,41040,500.0
912,"[[0.97661673 1.53308863]
 [1.47499541 1.78975765]
 [2.10538272 2.84575727]
 [1.73409879 2.02153815]]",0.0001,41040,500.0
913,"[[0.97669809 1.53313825]
 [1.47503507 1.78981208]
 [2.10539446 2.84583333]
 [1.73413109 2.02160676]]",0.0001,41041,500.0
914,"[[0.97673186 1.53317742]
 [1.47505003 1.78982507]
 [2.10544414 2.84585313]
 [1.73419888 2.02161593]]",0.0001,41041,500.0
915,"[[0.97679209 1.5332267 ]
 [1.47512943 1.78989063]
 [2.10553301 2.84591307]
 [1.73421779 2.02170484]]",0.0001,41041,500.0
916,"[[0.9768691  1.53323536]
 [1.47518697 1.78991173]
 [2.10553747 2.84591624]
 [1.73425137 2.02178953]]",0.0001,41042,500.0
917,"[[0.97695878 1.53324613]
 [1.47522797 1.78993513]
 [2.10561857 2.84597181]
 [1.7342593  2.02185755]]",0.0001,41043,500.0
918,"[[0.97698523 1.53324742]
 [1.47532234 1.79000594]
 [2.10566791 2.8459848 ]
 [1.73430881 2.021889  ]]",0.0001,41043,500.0
919,"[[0.97701681 1.53325426]
 [1.47537787 1.79008757]
 [2.10575966 2.84602722]
 [1.73440525 2.02191079]]",0.0001,41536,500.0
920,"[[0.97708977 1.53327648]
 [1.4754681  1.79017798]
 [2.10577047 2.84604514]
 [1.73447301 2.02195741]]",0.0001,41538,500.0
921,"[[0.9771422  1.53336957]
 [1.47550635 1.79023717]
 [2.10582242 2.84612894]
 [1.73455169 2.02202038]]",0.0001,41540,500.0
922,"[[0.97721482 1.53338641]
 [1.47551294 1.7902583 ]
 [2.10589338 2.84621198]
 [1.73458932 2.02202944]]",0.0001,41540,500.0
923,"[[0.97725428 1.5334764 ]
 [1.47557619 1.79033466]
 [2.10598432 2.84628719]
 [1.7346732  2.02212168]]",0.0001,41541,500.0
924,"[[0.97729494 1.53352561]
 [1.47557653 1.79043458]
 [2.1060125  2.84638235]
 [1.73468279 2.02220442]]",0.0001,41541,500.0
925,"[[0.97734987 1.53353328]
 [1.47561375 1.79052673]
 [2.10608479 2.846454  ]
 [1.73475489 2.02228499]]",0.0001,41541,500.0
926,"[[0.9773915  1.5335449 ]
 [1.47564617 1.7906211 ]
 [2.10615075 2.84650467]
 [1.73484838 2.02232326]]",0.0001,41542,500.0
927,"[[0.97739398 1.53355764]
 [1.47568544 1.79064596]
 [2.10615187 2.84651625]
 [1.73488749 2.02240007]]",0.0001,41543,500.0
928,"[[0.97747771 1.53363593]
 [1.47577809 1.79067301]
 [2.10624862 2.84658555]
 [1.7349157  2.02240803]]",0.0001,41543,500.0
929,"[[0.97752696 1.53366538]
 [1.47579812 1.79076729]
 [2.10626063 2.84664784]
 [1.73491706 2.02247855]]",0.0001,42036,500.0
930,"[[0.97755012 1.53366879]
 [1.47586551 1.79085487]
 [2.10626479 2.84665296]
 [1.73492098 2.02254457]]",0.0001,42038,500.0
931,"[[0.97755032 1.53368529]
 [1.47593802 1.79094096]
 [2.10627965 2.84669572]
 [1.73499991 2.02257168]]",0.0001,42040,500.0
932,"[[0.97762921 1.53368851]
 [1.47594206 1.79094456]
 [2.10633714 2.84673149]
 [1.73501227 2.02257496]]",0.0001,42040,500.0
933,"[[0.9776906  1.53369938]
 [1.47604179 1.79099572]
 [2.10641053 2.84677711]
 [1.7350505  2.02265253]]",0.0001,42041,500.0
934,"[[0.97775207 1.53371864]
 [1.47610728 1.79103699]
 [2.10643903 2.8468594 ]
 [1.7350587  2.02269612]]",0.0001,42041,500.0
935,"[[0.97778896 1.53375296]
 [1.47614487 1.79112733]
 [2.10652132 2.84692399]
 [1.73512304 2.02277821]]",0.0001,42041,500.0
936,"[[0.97788514 1.53384234]
 [1.4762272  1.79122581]
 [2.10656271 2.84694979]
 [1.73520327 2.02278773]]",0.0001,42042,500.0
937,"[[0.97788853 1.53391674]
 [1.47628605 1.79123142]
 [2.10659055 2.84695358]
 [1.73529682 2.02286254]]",0.0001,42043,500.0
938,"[[0.97797217 1.53394722]
 [1.47634349 1.79131837]
 [2.10659596 2.84700869]
 [1.73533426 2.02293452]]",0.0001,42043,500.0
939,"[[0.97802897 1.53399455]
 [1.47643573 1.79138603]
 [2.1066617  2.84704255]
 [1.73535363 2.02295969]]",0.0001,42536,500.0
940,"[[0.97804327 1.53405435]
 [1.47647001 1.79141093]
 [2.1067315  2.84712495]
 [1.73541192 2.02299515]]",0.0001,42538,500.0
941,"[[0.97809319 1.53414456]
 [1.47650252 1.79148951]
 [2.10678184 2.84717383]
 [1.73549864 2.02304847]]",0.0001,42540,500.0
942,"[[0.97817659 1.53421111]
 [1.47658133 1.79151228]
 [2.10680731 2.84722358]
 [1.73551051 2.02309447]]",0.0001,42540,500.0
943,"[[0.9782278  1.53424024]
 [1.47662265 1.79159688]
 [2.10683821 2.84731981]
 [1.73553177 2.02310794]]",0.0001,42541,500.0
944,"[[0.97831979 1.53431625]
 [1.47663063 1.7916819 ]
 [2.10691512 2.84734896]
 [1.73559548 2.02316164]]",0.0001,42541,500.0
945,"[[0.97835044 1.53437096]
 [1.47670272 1.79171749]
 [2.10697732 2.84737019]
 [1.73560164 2.02323899]]",0.0001,42541,500.0
946,"[[0.97840665 1.53438872]
 [1.47672695 1.79178205]
 [2.10702897 2.8474153 ]
 [1.73564878 2.0232859 ]]",0.0001,42542,500.0
947,"[[0.97849709 1.53443254]
 [1.47682327 1.7917932 ]
 [2.10704744 2.84751526]
 [1.73573826 2.02336336]]",0.0001,42543,500.0
948,"[[0.97856247 1.53448318]
 [1.47690379 1.79185799]
 [2.10713069 2.84760163]
 [1.73575675 2.02337649]]",0.0001,42543,500.0
949,"[[0.97860129 1.53455571]
 [1.47694485 1.79188694]
 [2.10713442 2.84762942]
 [1.73578294 2.02339872]]",0.0001,43036,500.0
950,"[[0.97868019 1.53460305]
 [1.47700384 1.79190756]
 [2.10717903 2.84764526]
 [1.73583268 2.02346175]]",0.0001,43038,500.0
951,"[[0.9787627  1.53465152]
 [1.47709064 1.79196134]
 [2.10719174 2.84770712]
 [1.73590088 2.02346368]]",0.0001,43040,500.0
952,"[[0.97879188 1.53467378]
 [1.47710668 1.7920212 ]
 [2.10727603 2.84779511]
 [1.73590921 2.02347555]]",0.0001,43040,500.0
953,"[[0.97887205 1.53470062]
 [1.47719623 1.79206917]
 [2.10727999 2.84779956]
 [1.73594448 2.0235236 ]]",0.0001,43041,500.0
954,"[[0.97892068 1.53478853]
 [1.47725556 1.79214935]
 [2.10737088 2.84784799]
 [1.73603767 2.02361328]]",0.0001,43041,500.0
955,"[[0.97899481 1.53488721]
 [1.47726624 1.79220044]
 [2.1074442  2.84789278]
 [1.7360441  2.02366134]]",0.0001,43041,500.0
956,"[[0.97905548 1.53495138]
 [1.47728771 1.7922893 ]
 [2.10752165 2.84794231]
 [1.73613726 2.02372139]]",0.0001,43042,500.0
957,"[[0.97912001 1.53502189]
 [1.47735282 1.7923684 ]
 [2.10752739 2.84796565]
 [1.73616072 2.02374309]]",0.0001,43043,500.0
958,"[[0.97912733 1.53502633]
 [1.47739475 1.79240526]
 [2.10755095 2.84801754]
 [1.73624925 2.02376052]]",0.0001,43043,500.0
959,"[[0.97917223 1.53506335]
 [1.47740595 1.79243156]
 [2.10762736 2.84804186]
 [1.73628304 2.02378749]]",0.0001,43536,500.0
960,"[[0.97926134 1.5351251 ]
 [1.47748271 1.79247866]
 [2.10767996 2.84805982]
 [1.73628833 2.02386855]]",0.0001,43538,500.0
961,"[[0.97929438 1.53514002]
 [1.4775241  1.79257186]
 [2.10768581 2.84809963]
 [1.73635407 2.0238816 ]]",0.0001,43540,500.0
962,"[[0.97930154 1.53518137]
 [1.47757638 1.79264903]
 [2.10776617 2.84810339]
 [1.73642388 2.02393067]]",0.0001,43540,500.0
963,"[[0.97931341 1.53525283]
 [1.47765968 1.79272633]
 [2.10777492 2.84813527]
 [1.73646863 2.02401418]]",0.0001,43541,500.0
964,"[[0.97933208 1.53528651]
 [1.47770318 1.79279714]
 [2.10779362 2.84823506]
 [1.73647017 2.02406568]]",0.0001,43541,500.0
965,"[[0.97940855 1.53529355]
 [1.4777164  1.79288318]
 [2.10787936 2.84827484]
 [1.73653858 2.0241486 ]]",0.0001,43541,500.0
966,"[[0.97948101 1.53533348]
 [1.47775391 1.79296439]
 [2.107969   2.84831395]
 [1.73659595 2.02419467]]",0.0001,43542,500.0
967,"[[0.97956407 1.53536566]
 [1.47778048 1.79299978]
 [2.10797129 2.84834337]
 [1.73663228 2.02427082]]",0.0001,43543,500.0
968,"[[0.97958251 1.53542628]
 [1.47787807 1.79301363]
 [2.1079864  2.84842317]
 [1.73672254 2.02429496]]",0.0001,43543,500.0
969,"[[0.97966213 1.53546529]
 [1.47791509 1.793042  ]
 [2.10806962 2.84842524]
 [1.73673428 2.02438459]]",0.0001,44036,500.0
970,"[[0.97967061 1.53548731]
 [1.47796116 1.79305596]
 [2.10808071 2.84844632]
 [1.736804   2.02444691]]",0.0001,44038,500.0
971,"[[0.9796791  1.53551071]
 [1.47797601 1.79312002]
 [2.10812598 2.84851855]
 [1.73687393 2.02447814]]",0.0001,44040,500.0
972,"[[0.97971585 1.53557268]
 [1.47806604 1.79312336]
 [2.10819556 2.84858589]
 [1.7368896  2.02456146]]",0.0001,44040,500.0
973,"[[0.97977171 1.53560604]
 [1.47815719 1.79317699]
 [2.10820545 2.84860736]
 [1.73695832 2.02457816]]",0.0001,44041,500.0
974,"[[0.97986169 1.53566682]
 [1.47817698 1.79319468]
 [2.10821843 2.84866743]
 [1.7369686  2.02459951]]",0.0001,44041,500.0
975,"[[0.97993426 1.53571106]
 [1.4781879  1.79324361]
 [2.10831297 2.84870736]
 [1.7370003  2.02469662]]",0.0001,44041,500.0
976,"[[0.98002005 1.53574853]
 [1.47820739 1.7932588 ]
 [2.10834847 2.8487527 ]
 [1.73704906 2.02478841]]",0.0001,44042,500.0
977,"[[0.98006099 1.53579314]
 [1.47821688 1.79331814]
 [2.10837858 2.84876206]
 [1.73708501 2.02485152]]",0.0001,44043,500.0
978,"[[0.98011906 1.5358922 ]
 [1.4782756  1.79333606]
 [2.10841701 2.8488123 ]
 [1.73711264 2.02492594]]",0.0001,44043,500.0
979,"[[0.98021351 1.53593372]
 [1.47836482 1.79340832]
 [2.10846928 2.84883094]
 [1.73715622 2.0250201 ]]",0.0001,44536,500.0
980,"[[0.9803074  1.53600493]
 [1.47839878 1.79343516]
 [2.1084756  2.84885687]
 [1.7371568  2.02509127]]",0.0001,44538,500.0
981,"[[0.98031493 1.53609976]
 [1.47841235 1.79345458]
 [2.10847571 2.84888731]
 [1.73720259 2.02516434]]",0.0001,44540,500.0
982,"[[0.9803654  1.53614838]
 [1.47841688 1.79351344]
 [2.10856582 2.84892475]
 [1.73727863 2.02521588]]",0.0001,44540,500.0
983,"[[0.98046357 1.53622719]
 [1.47847171 1.79355886]
 [2.10857027 2.84902213]
 [1.73737639 2.02530882]]",0.0001,44541,500.0
984,"[[0.98055052 1.53625231]
 [1.47847802 1.79364828]
 [2.10865694 2.84905803]
 [1.73740133 2.02535114]]",0.0001,44541,500.0
985,"[[0.98059342 1.53634306]
 [1.47851883 1.79371905]
 [2.10874882 2.84906363]
 [1.73747939 2.02542487]]",0.0001,44541,500.0
986,"[[0.98063465 1.53638023]
 [1.47856489 1.79379647]
 [2.1087896  2.84911766]
 [1.73757292 2.02542783]]",0.0001,44542,500.0
987,"[[0.98072027 1.53639787]
 [1.47862853 1.79381947]
 [2.1088547  2.84913238]
 [1.73763573 2.0254459 ]]",0.0001,44543,500.0
988,"[[0.98075856 1.53646178]
 [1.47866347 1.79385576]
 [2.10891428 2.84918954]
 [1.73764251 2.02551085]]",0.0001,44543,500.0
989,"[[0.98077187 1.53649834]
 [1.47868457 1.79394318]
 [2.10898749 2.84923796]
 [1.73771641 2.0256088 ]]",0.0001,45036,500.0
990,"[[0.9808431  1.53650763]
 [1.478764   1.79394612]
 [2.10904617 2.84933713]
 [1.73781032 2.02561333]]",0.0001,45038,500.0
991,"[[0.98086693 1.53657834]
 [1.47879302 1.79398463]
 [2.10905646 2.84936707]
 [1.73786137 2.02566334]]",0.0001,45040,500.0
992,"[[0.98091141 1.53662763]
 [1.47879496 1.79403102]
 [2.10910353 2.84943301]
 [1.7378971  2.02571613]]",0.0001,45040,500.0
993,"[[0.98096418 1.53662854]
 [1.47888995 1.79405437]
 [2.10919398 2.84953256]
 [1.73789871 2.02579236]]",0.0001,45041,500.0
994,"[[0.98101776 1.53671497]
 [1.4789086  1.7941108 ]
 [2.10925798 2.84959107]
 [1.73799038 2.02586132]]",0.0001,45041,500.0
995,"[[0.98103978 1.53677019]
 [1.47900344 1.79419324]
 [2.10926149 2.84959898]
 [1.73807395 2.02592953]]",0.0001,45041,500.0
996,"[[0.98112743 1.53679312]
 [1.47900619 1.79426799]
 [2.10932884 2.84961216]
 [1.73808736 2.02602569]]",0.0001,45042,500.0
997,"[[0.98118636 1.53680263]
 [1.47900662 1.79432938]
 [2.10939538 2.8496885 ]
 [1.73812197 2.02608556]]",0.0001,45043,500.0
998,"[[0.98126682 1.53687716]
 [1.47902861 1.79439629]
 [2.10947893 2.84968961]
 [1.7382124  2.02611967]]",0.0001,45043,500.0
999,"[[0.98133487 1.53691958]
 [1.47907574 1.7944604 ]
 [2.1095103  2.8497379 ]
 [1.73824846 2.02619346]]",0.0001,45536,500.0
1000,"[[0.98141532 1.53693045]
 [1.47908091 1.79449748]
 [2.10955847 2.84981118]
 [1.73832801 2.02624632]]",0.0001,45538,500.0
1001,"[[0.98146521 1.53699499]
 [1.47914358 1.79455318]
 [2.10957153 2.84990617]
 [1.73841161 2.02627308]]",0.0001,45540,500.0
1002,"[[0.98156276 1.53706627]
 [1.4792286  1.7946444 ]
 [2.10963355 2.84996592]
 [1.73847621 2.02630781]]",0.0001,45540,500.0
1003,"[[0.98159018 1.53706891]
 [1.47928659 1.79473095]
 [2.1096432  2.85001471]
 [1.73856821 2.02635471]]",0.0001,45541,500.0
1004,"[[0.98168205 1.53715341]
 [1.47932076 1.79482906]
 [2.10972422 2.85003875]
 [1.73857156 2.02645014]]",0.0001,45541,500.0
1005,"[[0.98168789 1.53718719]
 [1.47939959 1.79489658]
 [2.10974811 2.85011213]
 [1.73867008 2.02654802]]",0.0001,45541,500.0
1006,"[[0.98173086 1.53726474]
 [1.47944955 1.79497521]
 [2.10977741 2.85013296]
 [1.73870916 2.02658524]]",0.0001,45542,500.0
1007,"[[0.98182277 1.53732725]
 [1.47947179 1.79498822]
 [2.1097806  2.85022039]
 [1.73871749 2.02665118]]",0.0001,45543,500.0
1008,"[[0.98183477 1.53734528]
 [1.47948687 1.79502225]
 [2.10981767 2.85022272]
 [1.73881514 2.02665983]]",0.0001,45543,500.0
1009,"[[0.98183946 1.53734711]
 [1.47955131 1.79511834]
 [2.10985156 2.85024506]
 [1.73890487 2.02669402]]",0.0001,46036,500.0
1010,"[[0.9819229  1.53737483]
 [1.47961318 1.79514303]
 [2.10989645 2.85032084]
 [1.73899098 2.02677069]]",0.0001,46038,500.0
1011,"[[0.98200559 1.5374605 ]
 [1.47964904 1.79522141]
 [2.10990133 2.85041678]
 [1.7390769  2.0267999 ]]",0.0001,46040,500.0
1012,"[[0.98205533 1.53751124]
 [1.47971361 1.7952337 ]
 [2.10994642 2.85050487]
 [1.73914817 2.02687534]]",0.0001,46040,500.0
1013,"[[0.98209048 1.53756942]
 [1.47977751 1.795308  ]
 [2.10995047 2.85054057]
 [1.73916486 2.02695987]]",0.0001,46041,500.0
1014,"[[0.98214193 1.53762799]
 [1.47981733 1.79531076]
 [2.11004291 2.85062306]
 [1.739245   2.02696487]]",0.0001,46041,500.0
1015,"[[0.98216116 1.53766141]
 [1.47987589 1.79532947]
 [2.11006788 2.85070108]
 [1.73928077 2.02699601]]",0.0001,46041,500.0
1016,"[[0.98218338 1.53771396]
 [1.47995316 1.79535531]
 [2.11007341 2.85079483]
 [1.739362   2.02705647]]",0.0001,46042,500.0
1017,"[[0.98224918 1.53774847]
 [1.48005201 1.79540176]
 [2.11016071 2.85083221]
 [1.73938237 2.02712516]]",0.0001,46043,500.0
1018,"[[0.98231747 1.53781212]
 [1.48011842 1.79544855]
 [2.11020293 2.85084347]
 [1.73945874 2.02713731]]",0.0001,46043,500.0
1019,"[[0.98238193 1.53782885]
 [1.48019732 1.79554518]
 [2.11030241 2.85093741]
 [1.73949012 2.0271402 ]]",0.0001,46536,500.0
1020,"[[0.98240729 1.53791301]
 [1.48022009 1.79554907]
 [2.1103828  2.85096769]
 [1.73956362 2.02717938]]",0.0001,46538,500.0
1021,"[[0.98244309 1.53797938]
 [1.48024996 1.79558934]
 [2.11046844 2.85106313]
 [1.73965013 2.0272387 ]]",0.0001,46540,500.0
1022,"[[0.98248057 1.53806264]
 [1.48030321 1.79567175]
 [2.11055618 2.85109053]
 [1.73970375 2.02726264]]",0.0001,46540,500.0
1023,"[[0.98252807 1.53815919]
 [1.48032286 1.79570868]
 [2.11059091 2.85113823]
 [1.7397263  2.02735072]]",0.0001,46541,500.0
1024,"[[0.98259788 1.53820582]
 [1.48038123 1.79571472]
 [2.11060273 2.85114298]
 [1.73974319 2.02741962]]",0.0001,46541,500.0
1025,"[[0.98268773 1.53826191]
 [1.48047966 1.7957812 ]
 [2.11063686 2.85121936]
 [1.73981941 2.02747265]]",0.0001,46541,500.0
1026,"[[0.98276088 1.53832458]
 [1.48056771 1.79578425]
 [2.1107113  2.85124344]
 [1.73989328 2.02749212]]",0.0001,46542,500.0
1027,"[[0.98279036 1.53837623]
 [1.4806016  1.79579721]
 [2.1107841  2.85133229]
 [1.73997136 2.02757206]]",0.0001,46543,500.0
1028,"[[0.98287434 1.53847224]
 [1.48064266 1.79585702]
 [2.1107918  2.85136499]
 [1.73998888 2.02766248]]",0.0001,46543,500.0
1029,"[[0.98288928 1.53851512]
 [1.48070839 1.79585823]
 [2.11084404 2.85141944]
 [1.74004139 2.02768123]]",0.0001,47036,500.0
1030,"[[0.98291795 1.53861236]
 [1.4807256  1.79595132]
 [2.11084513 2.85142428]
 [1.74012196 2.02776922]]",0.0001,47038,500.0
1031,"[[0.98301233 1.53870213]
 [1.48081699 1.79596546]
 [2.11091885 2.85148696]
 [1.74014634 2.02781889]]",0.0001,47040,500.0
1032,"[[0.98308109 1.5387703 ]
 [1.48085197 1.79602601]
 [2.11094541 2.85154547]
 [1.74019771 2.02788344]]",0.0001,47040,500.0
1033,"[[0.98310567 1.53877316]
 [1.48092146 1.79605362]
 [2.11096849 2.85154978]
 [1.7402187  2.0279155 ]]",0.0001,47041,500.0
1034,"[[0.98320536 1.53880339]
 [1.48099354 1.79608605]
 [2.11105923 2.85160219]
 [1.74023856 2.02794222]]",0.0001,47041,500.0
1035,"[[0.98328897 1.53881361]
 [1.48103628 1.79610443]
 [2.11115264 2.85162423]
 [1.74027614 2.02800521]]",0.0001,47041,500.0
1036,"[[0.98331627 1.53888311]
 [1.48106691 1.79615287]
 [2.11123885 2.85165055]
 [1.74035242 2.02803158]]",0.0001,47042,500.0
1037,"[[0.98334969 1.5389369 ]
 [1.48106903 1.79617061]
 [2.11133632 2.85166518]
 [1.74038536 2.02806945]]",0.0001,47043,500.0
1038,"[[0.98341661 1.53899262]
 [1.48112594 1.79624839]
 [2.11134813 2.85169513]
 [1.74039005 2.02816183]]",0.0001,47043,500.0
1039,"[[0.98343052 1.53905741]
 [1.48114438 1.79629212]
 [2.11135164 2.85169715]
 [1.74047403 2.02823441]]",0.0001,47536,500.0
1040,"[[0.98345044 1.53908267]
 [1.48117519 1.79637922]
 [2.11140705 2.8517738 ]
 [1.74052174 2.02824398]]",0.0001,47538,500.0
1041,"[[0.98346856 1.53912341]
 [1.48118677 1.7964662 ]
 [2.11148327 2.85187243]
 [1.74059348 2.02829011]]",0.0001,47540,500.0
1042,"[[0.98352238 1.53916862]
 [1.48128146 1.79654036]
 [2.11149013 2.85197081]
 [1.74068638 2.0283236 ]]",0.0001,47540,500.0
1043,"[[0.98359    1.53920897]
 [1.48133527 1.79658104]
 [2.11154585 2.85203709]
 [1.74077091 2.02840673]]",0.0001,47541,500.0
1044,"[[0.98364709 1.5392097 ]
 [1.4813366  1.79658854]
 [2.11156389 2.85207506]
 [1.74080753 2.0284973 ]]",0.0001,47541,500.0
1045,"[[0.98367219 1.53928805]
 [1.48141551 1.79664977]
 [2.11161395 2.85215244]
 [1.74088243 2.02854576]]",0.0001,47541,500.0
1046,"[[0.9837412  1.53933426]
 [1.48147946 1.79668184]
 [2.11170048 2.85217021]
 [1.74097809 2.02864261]]",0.0001,47542,500.0
1047,"[[0.98379237 1.53933647]
 [1.48153902 1.79673705]
 [2.11174522 2.8522576 ]
 [1.74105736 2.02870588]]",0.0001,47543,500.0
1048,"[[0.98380387 1.53938067]
 [1.48157104 1.79678755]
 [2.11180408 2.8522826 ]
 [1.74108826 2.02876006]]",0.0001,47543,500.0
1049,"[[0.98385036 1.53942157]
 [1.48159774 1.79687119]
 [2.11188036 2.85229518]
 [1.74115663 2.02883737]]",0.0001,48036,500.0
1050,"[[0.98386146 1.53945669]
 [1.48167528 1.7969412 ]
 [2.11192179 2.85232901]
 [1.74121085 2.02893439]]",0.0001,48038,500.0
1051,"[[0.98390601 1.53948868]
 [1.48176845 1.79703673]
 [2.11199166 2.85238178]
 [1.74123863 2.02896224]]",0.0001,48040,500.0
1052,"[[0.98396128 1.53954343]
 [1.48183407 1.79707728]
 [2.11205446 2.85240762]
 [1.74133058 2.02897724]]",0.0001,48040,500.0
1053,"[[0.98401552 1.53960362]
 [1.48190564 1.79709371]
 [2.11213954 2.85250383]
 [1.74142099 2.0290216 ]]",0.0001,48041,500.0
1054,"[[0.98404776 1.53969432]
 [1.481911   1.79711011]
 [2.11215069 2.85250722]
 [1.7414724  2.02906677]]",0.0001,48041,500.0
1055,"[[0.98412104 1.53974716]
 [1.48194123 1.79717984]
 [2.1121913  2.85255951]
 [1.74152838 2.02912497]]",0.0001,48041,500.0
1056,"[[0.98412887 1.5397609 ]
 [1.48202174 1.7971944 ]
 [2.11222805 2.85260624]
 [1.74160766 2.02916208]]",0.0001,48042,500.0
1057,"[[0.98422589 1.53980709]
 [1.48209269 1.79727327]
 [2.11229616 2.85264565]
 [1.74168344 2.02922329]]",0.0001,48043,500.0
1058,"[[0.98427794 1.53986413]
 [1.48216879 1.79736725]
 [2.11230919 2.85267722]
 [1.74172991 2.02930099]]",0.0001,48043,500.0
1059,"[[0.98431677 1.53996226]
 [1.48223078 1.79738146]
 [2.11231309 2.85268119]
 [1.74174055 2.02933937]]",0.0001,48536,500.0
1060,"[[0.9843965  1.54001854]
 [1.48224168 1.79740724]
 [2.1123738  2.85273677]
 [1.74183479 2.02936502]]",0.0001,48538,500.0
1061,"[[0.98441131 1.54004097]
 [1.48231877 1.79747284]
 [2.11238339 2.85278309]
 [1.74185173 2.02939271]]",0.0001,48540,500.0
1062,"[[0.98450923 1.54012048]
 [1.48239216 1.7974899 ]
 [2.11243849 2.85283932]
 [1.74192347 2.02940324]]",0.0001,48540,500.0
1063,"[[0.98456796 1.54017554]
 [1.48242423 1.79752754]
 [2.11251043 2.8529365 ]
 [1.74200596 2.02949724]]",0.0001,48541,500.0
1064,"[[0.98458428 1.54026708]
 [1.48250727 1.79753848]
 [2.1125716  2.85294418]
 [1.74202995 2.02951163]]",0.0001,48541,500.0
1065,"[[0.98462136 1.54030564]
 [1.48251953 1.79755798]
 [2.11261661 2.85298053]
 [1.74206757 2.02960568]]",0.0001,48541,500.0
1066,"[[0.98463026 1.54032066]
 [1.48260588 1.79759048]
 [2.11270753 2.85299356]
 [1.74208996 2.02969118]]",0.0001,48542,500.0
1067,"[[0.98463738 1.54034981]
 [1.48263462 1.79766159]
 [2.11275754 2.85305542]
 [1.74212242 2.02970385]]",0.0001,48543,500.0
1068,"[[0.98464364 1.5404131 ]
 [1.48268092 1.79773414]
 [2.11282716 2.85311099]
 [1.74220539 2.02973588]]",0.0001,48543,500.0
1069,"[[0.98465939 1.54048708]
 [1.48273248 1.79776571]
 [2.112889   2.85320648]
 [1.74225098 2.02973786]]",0.0001,49036,500.0
1070,"[[0.98470001 1.54054268]
 [1.48276358 1.79781651]
 [2.11289019 2.853261  ]
 [1.74228288 2.02975065]]",0.0001,49038,500.0
1071,"[[0.98475438 1.54058647]
 [1.48282907 1.79784428]
 [2.11290705 2.85329202]
 [1.74228301 2.02978583]]",0.0001,49040,500.0
1072,"[[0.98476465 1.54064105]
 [1.4828716  1.79791472]
 [2.11292007 2.85329372]
 [1.74234593 2.02979332]]",0.0001,49040,500.0
1073,"[[0.98483112 1.54071545]
 [1.48296124 1.79791654]
 [2.11297562 2.85334497]
 [1.74243008 2.02983067]]",0.0001,49041,500.0
1074,"[[0.9849015  1.5407222 ]
 [1.48301705 1.79799461]
 [2.11301334 2.85336047]
 [1.74249072 2.0298767 ]]",0.0001,49041,500.0
1075,"[[0.98495395 1.54073152]
 [1.48305829 1.79807786]
 [2.11302539 2.85345161]
 [1.74252316 2.02992831]]",0.0001,49041,500.0
1076,"[[0.98501596 1.54075946]
 [1.48310513 1.79809916]
 [2.11305949 2.85354451]
 [1.74256791 2.03002692]]",0.0001,49042,500.0
1077,"[[0.98506392 1.54077017]
 [1.48312319 1.79810151]
 [2.11306376 2.85363587]
 [1.74266776 2.03012258]]",0.0001,49043,500.0
1078,"[[0.98514784 1.54086974]
 [1.48318376 1.79810545]
 [2.11307856 2.85369249]
 [1.74272813 2.03020954]]",0.0001,49043,500.0
1079,"[[0.98517558 1.54092244]
 [1.4832545  1.79817738]
 [2.11313728 2.85375978]
 [1.74273228 2.03027318]]",0.0001,49536,500.0
1080,"[[0.98517697 1.54098603]
 [1.48331695 1.79818102]
 [2.11316018 2.85382589]
 [1.74280967 2.03028106]]",0.0001,49538,500.0
1081,"[[0.9852097  1.54098715]
 [1.48334475 1.79824893]
 [2.11317515 2.85389215]
 [1.74286343 2.03031835]]",0.0001,49540,500.0
1082,"[[0.98524321 1.54105837]
 [1.48335282 1.79831098]
 [2.11318635 2.85393959]
 [1.74292898 2.03034268]]",0.0001,49540,500.0
1083,"[[0.98533724 1.54110865]
 [1.4834103  1.79833403]
 [2.11326218 2.85401414]
 [1.74292985 2.03038775]]",0.0001,49541,500.0
1084,"[[0.98535459 1.54112791]
 [1.48343188 1.79836646]
 [2.11332928 2.85406539]
 [1.74300153 2.03040712]]",0.0001,49541,500.0
1085,"[[0.98544974 1.54115029]
 [1.48343541 1.7983735 ]
 [2.11336209 2.85410264]
 [1.74307108 2.03048437]]",0.0001,49541,500.0
1086,"[[0.98553123 1.54115582]
 [1.48345919 1.79840582]
 [2.11344934 2.85410701]
 [1.74315731 2.03058408]]",0.0001,49542,500.0
1087,"[[0.98553415 1.54124199]
 [1.48351567 1.79841995]
 [2.11349065 2.85418587]
 [1.74318905 2.03065223]]",0.0001,49543,500.0
1088,"[[0.98554536 1.54133112]
 [1.48358002 1.79844809]
 [2.11357807 2.85428259]
 [1.74325905 2.03071404]]",0.0001,49543,500.0
1089,"[[0.98557282 1.5413822 ]
 [1.48366913 1.79852059]
 [2.11364134 2.85437962]
 [1.74331284 2.03074557]]",0.0001,50036,500.0
1090,"[[0.98565552 1.54139951]
 [1.48372553 1.79856835]
 [2.11372117 2.85446044]
 [1.74331982 2.03079422]]",0.0001,50038,500.0
